id,name,start_time,end_time,unique_number_for_org
261,report261,2021-03-16 00:00:00,2022-01-21 00:00:00,N0.6278911684576716
262,report262,2021-09-11 00:00:00,2022-08-26 00:00:00,N0.5017660024290809
263,report263,2021-10-29 00:00:00,2022-07-18 00:00:00,N0.6296962803784256
264,report264,2021-10-28 00:00:00,2022-12-22 00:00:00,N0.8038324714368261
265,report265,2021-02-28 00:00:00,2022-01-03 00:00:00,N0.6577421884085394
266,report266,2021-06-14 00:00:00,2022-08-11 00:00:00,N0.7626094040532276
267,report267,2021-07-03 00:00:00,2022-03-21 00:00:00,N0.5112075186087065
268,report268,2021-09-16 00:00:00,2022-05-07 00:00:00,N0.7419884227699327
269,report269,2021-04-18 00:00:00,2022-07-26 00:00:00,N0.3889664044511426
270,report270,2021-04-02 00:00:00,2022-11-17 00:00:00,N0.9246712536090207
271,report271,2021-09-25 00:00:00,2022-10-21 00:00:00,N0.9952033233639634
272,report272,2021-07-19 00:00:00,2022-09-16 00:00:00,N0.19619640629864543
273,report273,2021-03-14 00:00:00,2022-02-21 00:00:00,N0.9415872238130801
274,report274,2021-09-28 00:00:00,2022-01-06 00:00:00,N0.6136249328339577
275,report275,2021-10-25 00:00:00,2022-02-07 00:00:00,N0.13953602388807607
276,report276,2021-08-25 00:00:00,2022-08-14 00:00:00,N0.6099035801067061
277,report277,2021-06-13 00:00:00,2022-09-21 00:00:00,N0.5628864302780426
278,report278,2021-10-11 00:00:00,2022-11-26 00:00:00,N0.7329007158779356
279,report279,2021-08-29 00:00:00,2022-06-27 00:00:00,N0.039537706087460656
280,report280,2021-12-13 00:00:00,2022-01-13 00:00:00,N0.353892363750816
281,report281,2021-09-09 00:00:00,2022-09-20 00:00:00,N0.07801939339051323
282,report282,2021-08-25 00:00:00,2022-01-09 00:00:00,N0.7405323864145604
283,report283,2021-07-03 00:00:00,2022-03-27 00:00:00,N0.613048715116912
284,report284,2021-11-04 00:00:00,2022-11-22 00:00:00,N0.3501127770211685
285,report285,2021-04-01 00:00:00,2022-05-12 00:00:00,N0.29776678908121623
286,report286,2021-11-13 00:00:00,2022-01-17 00:00:00,N0.004401741670011172
287,report287,2021-05-27 00:00:00,2022-02-12 00:00:00,N0.782606820467107
288,report288,2021-08-01 00:00:00,2022-10-25 00:00:00,N0.27243701914780316
289,report289,2021-04-21 00:00:00,2022-04-11 00:00:00,N0.95337966620534
290,report290,2021-06-12 00:00:00,2022-02-16 00:00:00,N0.9908223771863357
291,report291,2021-04-27 00:00:00,2022-01-28 00:00:00,N0.3054135123690681
292,report292,2021-01-06 00:00:00,2022-02-20 00:00:00,N0.6605499473570166
293,report293,2021-11-30 00:00:00,2022-08-11 00:00:00,N0.11649972859644353
294,report294,2021-06-15 00:00:00,2022-10-07 00:00:00,N0.09584617120875838
295,report295,2021-02-25 00:00:00,2022-07-08 00:00:00,N0.46570719538519356
296,report296,2021-11-24 00:00:00,2022-04-27 00:00:00,N0.3967965973878351
297,report297,2021-12-24 00:00:00,2022-02-17 00:00:00,N0.08788100868018345
298,report298,2021-04-04 00:00:00,2022-06-06 00:00:00,N0.23879850930372593
299,report299,2021-07-02 00:00:00,2022-09-04 00:00:00,N0.15966779521269447
300,report300,2021-08-23 00:00:00,2022-12-09 00:00:00,N0.7832047340198399
301,report301,2021-02-04 00:00:00,2022-01-28 00:00:00,N0.3050455580859701
302,report302,2021-09-13 00:00:00,2022-06-18 00:00:00,N0.7066419693461905
303,report303,2021-09-25 00:00:00,2022-08-19 00:00:00,N0.18161518862199844
304,report304,2021-03-30 00:00:00,2022-07-15 00:00:00,N0.8308926643140363
305,report305,2021-10-29 00:00:00,2022-07-25 00:00:00,N0.14883082732155817
306,report306,2021-10-30 00:00:00,2022-05-15 00:00:00,N0.07858087935235325
307,report307,2021-02-23 00:00:00,2022-05-14 00:00:00,N0.05699611959368811
308,report308,2021-07-25 00:00:00,2022-04-21 00:00:00,N0.18027893743816603
309,report309,2021-11-05 00:00:00,2022-06-24 00:00:00,N0.3951411403774924
310,report310,2021-06-08 00:00:00,2022-08-09 00:00:00,N0.6132384425560773
311,report311,2021-12-17 00:00:00,2022-08-28 00:00:00,N0.9607450638837826
312,report312,2021-02-06 00:00:00,2022-01-17 00:00:00,N0.3827320477826196
313,report313,2021-11-07 00:00:00,2022-03-24 00:00:00,N0.9508151401016999
314,report314,2021-07-18 00:00:00,2022-04-30 00:00:00,N0.06879479915860864
315,report315,2021-02-21 00:00:00,2022-06-20 00:00:00,N0.44741898641868516
316,report316,2021-05-22 00:00:00,2022-09-27 00:00:00,N0.13343340832430695
317,report317,2021-04-26 00:00:00,2022-06-12 00:00:00,N0.7071312130136104
318,report318,2021-10-15 00:00:00,2022-08-19 00:00:00,N0.9591139155182816
319,report319,2021-12-05 00:00:00,2022-11-30 00:00:00,N0.4491431746730913
320,report320,2021-08-06 00:00:00,2022-06-03 00:00:00,N0.930247355502432
321,report321,2021-03-07 00:00:00,2022-09-09 00:00:00,N0.5750402068692868
322,report322,2021-08-17 00:00:00,2022-01-29 00:00:00,N0.10993618763084834
323,report323,2021-03-10 00:00:00,2022-05-14 00:00:00,N0.43965472732697897
324,report324,2021-11-22 00:00:00,2022-02-02 00:00:00,N0.36325411419788534
325,report325,2021-12-06 00:00:00,2022-04-07 00:00:00,N0.8543171479947355
326,report326,2021-11-18 00:00:00,2022-01-30 00:00:00,N0.09174985059102281
327,report327,2021-11-09 00:00:00,2022-03-11 00:00:00,N0.42021920824829984
328,report328,2021-04-08 00:00:00,2022-05-21 00:00:00,N0.2047069881531497
329,report329,2021-02-14 00:00:00,2022-08-28 00:00:00,N0.4541052916425292
330,report330,2021-01-17 00:00:00,2022-01-20 00:00:00,N0.7088855070432293
331,report331,2021-11-18 00:00:00,2022-05-15 00:00:00,N0.6393356307600571
332,report332,2021-01-31 00:00:00,2022-09-06 00:00:00,N0.7375345045315089
333,report333,2021-10-05 00:00:00,2022-06-12 00:00:00,N0.4046475870172429
334,report334,2021-05-22 00:00:00,2022-12-13 00:00:00,N0.46582906016469683
335,report335,2021-11-25 00:00:00,2022-01-11 00:00:00,N0.7135082857090518
336,report336,2021-06-15 00:00:00,2022-07-06 00:00:00,N0.41578554334012197
337,report337,2021-01-31 00:00:00,2022-05-25 00:00:00,N0.5373414399084312
338,report338,2021-06-26 00:00:00,2022-04-22 00:00:00,N0.4980530276549049
339,report339,2021-03-25 00:00:00,2022-07-06 00:00:00,N0.9175874354508692
340,report340,2021-11-10 00:00:00,2022-04-12 00:00:00,N0.7468607714232546
341,report341,2021-08-28 00:00:00,2022-12-17 00:00:00,N0.8014178433932226
342,report342,2021-06-21 00:00:00,2022-07-18 00:00:00,N0.1518752983538163
343,report343,2021-01-22 00:00:00,2022-12-05 00:00:00,N0.3103657294204497
344,report344,2021-04-10 00:00:00,2022-07-20 00:00:00,N0.2352140500236365
345,report345,2021-10-15 00:00:00,2022-01-15 00:00:00,N0.14630649751211444
346,report346,2021-08-15 00:00:00,2022-06-03 00:00:00,N0.7179531795048977
347,report347,2021-02-25 00:00:00,2022-05-16 00:00:00,N0.8106496761105206
348,report348,2021-10-18 00:00:00,2022-09-16 00:00:00,N0.2568538917201595
349,report349,2021-03-18 00:00:00,2022-04-30 00:00:00,N0.34530447220641225
350,report350,2021-11-07 00:00:00,2022-12-17 00:00:00,N0.7958072518792114
351,report351,2021-04-29 00:00:00,2022-09-25 00:00:00,N0.5574407872947663
352,report352,2021-07-18 00:00:00,2022-09-11 00:00:00,N0.17814948375730044
353,report353,2021-08-03 00:00:00,2022-10-02 00:00:00,N0.8966500344877754
354,report354,2021-03-13 00:00:00,2022-03-14 00:00:00,N0.3300652518292271
355,report355,2021-07-29 00:00:00,2022-05-27 00:00:00,N0.9010187574683561
356,report356,2021-03-01 00:00:00,2022-03-09 00:00:00,N0.6512395877892184
357,report357,2021-07-26 00:00:00,2022-10-22 00:00:00,N0.5108147978283987
358,report358,2021-07-22 00:00:00,2022-03-13 00:00:00,N0.5122813319005898
359,report359,2021-07-01 00:00:00,2022-08-06 00:00:00,N0.25574862455122416
360,report360,2021-02-16 00:00:00,2022-07-28 00:00:00,N0.6892320206399593
361,report361,2021-09-08 00:00:00,2022-09-13 00:00:00,N0.7921933906233481
362,report362,2021-06-15 00:00:00,2022-12-09 00:00:00,N0.14101707350495085
363,report363,2021-02-07 00:00:00,2022-12-14 00:00:00,N0.9273659246551563
364,report364,2021-02-14 00:00:00,2022-01-14 00:00:00,N0.028359777404136532
365,report365,2021-01-17 00:00:00,2022-03-08 00:00:00,N0.41573472133946265
366,report366,2021-08-08 00:00:00,2022-06-08 00:00:00,N0.9446895414978409
367,report367,2021-05-29 00:00:00,2022-07-11 00:00:00,N0.7666797675131541
368,report368,2021-04-05 00:00:00,2022-12-23 00:00:00,N0.3994470600762037
369,report369,2021-08-16 00:00:00,2022-11-06 00:00:00,N0.5436658919810047
370,report370,2021-03-08 00:00:00,2022-11-15 00:00:00,N0.7266700465368643
371,report371,2021-09-29 00:00:00,2022-06-15 00:00:00,N0.08485146304196833
372,report372,2021-11-20 00:00:00,2022-09-09 00:00:00,N0.3169996336162343
373,report373,2021-09-07 00:00:00,2022-05-26 00:00:00,N0.1874928207277451
374,report374,2021-05-03 00:00:00,2022-04-20 00:00:00,N0.4201412010064107
375,report375,2021-04-17 00:00:00,2022-03-09 00:00:00,N0.8635805982422287
376,report376,2021-06-28 00:00:00,2022-11-11 00:00:00,N0.9435988736024511
377,report377,2021-12-05 00:00:00,2022-08-08 00:00:00,N0.17397068194572884
378,report378,2021-06-07 00:00:00,2022-08-02 00:00:00,N0.44716137432983727
379,report379,2021-04-28 00:00:00,2022-09-03 00:00:00,N0.05464159410024316
380,report380,2021-01-03 00:00:00,2022-02-02 00:00:00,N0.7850653227136963
381,report381,2021-06-21 00:00:00,2022-01-31 00:00:00,N0.9586982214337512
382,report382,2021-08-21 00:00:00,2022-12-14 00:00:00,N0.9061441127199295
383,report383,2021-11-29 00:00:00,2022-11-09 00:00:00,N0.9364537948836319
384,report384,2021-12-19 00:00:00,2022-08-09 00:00:00,N0.8278500065280102
385,report385,2021-01-27 00:00:00,2022-03-29 00:00:00,N0.9907686980238654
386,report386,2021-09-03 00:00:00,2022-11-28 00:00:00,N0.6295577190669287
387,report387,2021-03-19 00:00:00,2022-03-09 00:00:00,N0.41144360971120486
388,report388,2021-12-19 00:00:00,2022-06-29 00:00:00,N0.18594261395233025
389,report389,2021-08-09 00:00:00,2022-01-28 00:00:00,N0.002732950913118426
390,report390,2021-02-10 00:00:00,2022-03-20 00:00:00,N0.22732049757083295
391,report391,2021-03-09 00:00:00,2022-02-08 00:00:00,N0.2065787921976936
392,report392,2021-03-16 00:00:00,2022-04-09 00:00:00,N0.1886370587359928
393,report393,2021-07-06 00:00:00,2022-05-02 00:00:00,N0.9903955968704633
394,report394,2021-09-06 00:00:00,2022-07-14 00:00:00,N0.6030146113348591
395,report395,2021-01-01 00:00:00,2022-03-27 00:00:00,N0.24363820316386275
396,report396,2021-05-29 00:00:00,2022-11-28 00:00:00,N0.24188610635343
397,report397,2021-09-23 00:00:00,2022-05-14 00:00:00,N0.02786098189568076
398,report398,2021-04-22 00:00:00,2022-03-29 00:00:00,N0.9101347257763411
399,report399,2021-06-24 00:00:00,2022-05-29 00:00:00,N0.5450987343758547
400,report400,2021-04-18 00:00:00,2022-07-17 00:00:00,N0.7346991588282761
401,report401,2021-03-18 00:00:00,2022-01-06 00:00:00,N0.37972378527030903
402,report402,2021-01-13 00:00:00,2022-12-18 00:00:00,N0.033395045437876414
403,report403,2021-02-21 00:00:00,2022-12-17 00:00:00,N0.6444339811950756
404,report404,2021-08-03 00:00:00,2022-10-15 00:00:00,N0.3770920231409167
405,report405,2021-09-27 00:00:00,2022-04-22 00:00:00,N0.2904822867697896
406,report406,2021-09-11 00:00:00,2022-04-11 00:00:00,N0.01744506375296384
407,report407,2021-08-01 00:00:00,2022-07-23 00:00:00,N0.14234656455106154
408,report408,2021-12-25 00:00:00,2022-08-23 00:00:00,N0.8048115523022014
409,report409,2021-03-30 00:00:00,2022-08-24 00:00:00,N0.9023121909635101
410,report410,2021-03-18 00:00:00,2022-10-27 00:00:00,N0.8593460015483394
411,report411,2021-04-26 00:00:00,2022-06-27 00:00:00,N0.7791328087950025
412,report412,2021-09-05 00:00:00,2022-10-31 00:00:00,N0.11972878373695028
413,report413,2021-01-07 00:00:00,2022-12-15 00:00:00,N0.6266966799308384
414,report414,2021-02-11 00:00:00,2022-12-13 00:00:00,N0.13584763193155136
415,report415,2021-04-13 00:00:00,2022-12-31 00:00:00,N0.3290767208599833
416,report416,2021-09-11 00:00:00,2022-10-30 00:00:00,N0.2950226481488707
417,report417,2021-05-14 00:00:00,2022-02-19 00:00:00,N0.188537051156922
418,report418,2021-10-21 00:00:00,2022-04-13 00:00:00,N0.9423037984312422
419,report419,2021-07-05 00:00:00,2022-07-29 00:00:00,N0.8968404858353339
420,report420,2021-02-22 00:00:00,2022-04-11 00:00:00,N0.3840538718263331
421,report421,2021-02-26 00:00:00,2022-08-10 00:00:00,N0.2390058962715882
422,report422,2021-01-25 00:00:00,2022-08-02 00:00:00,N0.005731313258815374
423,report423,2021-07-21 00:00:00,2022-08-26 00:00:00,N0.17983392823163802
424,report424,2021-09-08 00:00:00,2022-10-21 00:00:00,N0.09603981565077746
425,report425,2021-11-23 00:00:00,2022-07-18 00:00:00,N0.6393858044221229
426,report426,2021-09-02 00:00:00,2022-12-26 00:00:00,N0.7471455147444547
427,report427,2021-01-20 00:00:00,2022-10-11 00:00:00,N0.12601875958749342
428,report428,2021-12-24 00:00:00,2022-07-27 00:00:00,N0.04170685810750763
429,report429,2021-05-28 00:00:00,2022-12-30 00:00:00,N0.01359090572350985
430,report430,2021-08-17 00:00:00,2022-06-04 00:00:00,N0.8068956492194649
431,report431,2021-12-07 00:00:00,2022-11-09 00:00:00,N0.5798962635994708
432,report432,2021-10-09 00:00:00,2022-08-26 00:00:00,N0.8021377816504404
433,report433,2021-11-28 00:00:00,2022-07-16 00:00:00,N0.19515947613765894
434,report434,2021-02-03 00:00:00,2022-05-01 00:00:00,N0.4024763523070124
435,report435,2021-01-26 00:00:00,2022-06-09 00:00:00,N0.25171721263893543
436,report436,2021-04-29 00:00:00,2022-07-03 00:00:00,N0.825306481794877
437,report437,2021-01-23 00:00:00,2022-11-26 00:00:00,N0.7129021173016494
438,report438,2021-11-27 00:00:00,2022-06-16 00:00:00,N0.2331341868254303
439,report439,2021-06-13 00:00:00,2022-07-31 00:00:00,N0.555728540512904
440,report440,2021-08-30 00:00:00,2022-02-24 00:00:00,N0.1353966904216325
441,report441,2021-07-31 00:00:00,2022-09-27 00:00:00,N0.023550426634355692
442,report442,2021-03-19 00:00:00,2022-02-08 00:00:00,N0.1491401332253256
443,report443,2021-05-15 00:00:00,2022-10-13 00:00:00,N0.17980233477781382
444,report444,2021-09-03 00:00:00,2022-10-04 00:00:00,N0.9626920473447222
445,report445,2021-02-16 00:00:00,2022-03-11 00:00:00,N0.7559148308058344
446,report446,2021-06-26 00:00:00,2022-07-15 00:00:00,N0.22402241142419488
447,report447,2021-05-07 00:00:00,2022-06-27 00:00:00,N0.5868979187087193
448,report448,2021-02-02 00:00:00,2022-08-03 00:00:00,N0.2556456782873465
449,report449,2021-04-22 00:00:00,2022-09-09 00:00:00,N0.202973575238381
450,report450,2021-05-13 00:00:00,2022-12-15 00:00:00,N0.5349463482974895
451,report451,2021-09-10 00:00:00,2022-11-09 00:00:00,N0.2453404340779315
452,report452,2021-08-22 00:00:00,2022-08-15 00:00:00,N0.2062148119105517
453,report453,2021-09-13 00:00:00,2022-11-07 00:00:00,N0.5069385612918331
454,report454,2021-07-08 00:00:00,2022-10-14 00:00:00,N0.28055875817566633
455,report455,2021-01-26 00:00:00,2022-01-20 00:00:00,N0.6956945585024712
456,report456,2021-09-07 00:00:00,2022-11-19 00:00:00,N0.08741791999380377
457,report457,2021-07-07 00:00:00,2022-11-23 00:00:00,N0.15682114943075842
458,report458,2021-10-25 00:00:00,2022-12-20 00:00:00,N0.35338884955333305
459,report459,2021-01-07 00:00:00,2022-09-07 00:00:00,N0.017449957598668187
460,report460,2021-02-02 00:00:00,2022-11-15 00:00:00,N0.6812564371946103
461,report461,2021-02-01 00:00:00,2022-06-02 00:00:00,N0.40880476225187645
462,report462,2021-11-29 00:00:00,2022-01-07 00:00:00,N0.42214546828861044
463,report463,2021-08-07 00:00:00,2022-09-09 00:00:00,N0.6335987331662045
464,report464,2021-10-28 00:00:00,2022-02-15 00:00:00,N0.39870011873361955
465,report465,2021-06-27 00:00:00,2022-11-07 00:00:00,N0.8415320049392121
466,report466,2021-02-15 00:00:00,2022-01-05 00:00:00,N0.18170084109888107
467,report467,2021-01-28 00:00:00,2022-07-04 00:00:00,N0.4230881704335585
468,report468,2021-10-08 00:00:00,2022-03-05 00:00:00,N0.12305058982516037
469,report469,2021-10-14 00:00:00,2022-07-16 00:00:00,N0.25275107837971467
470,report470,2021-05-24 00:00:00,2022-06-21 00:00:00,N0.09451634587864022
471,report471,2021-11-10 00:00:00,2022-10-08 00:00:00,N0.24592488014574665
472,report472,2021-01-29 00:00:00,2022-04-13 00:00:00,N0.13295507460897926
473,report473,2021-06-02 00:00:00,2022-06-21 00:00:00,N0.9172711293467415
474,report474,2021-02-04 00:00:00,2022-01-01 00:00:00,N0.1423202524072542
475,report475,2021-09-08 00:00:00,2022-12-30 00:00:00,N0.20001820845090068
476,report476,2021-07-29 00:00:00,2022-01-07 00:00:00,N0.45642632929071747
477,report477,2021-04-24 00:00:00,2022-02-28 00:00:00,N0.16034332027104714
478,report478,2021-12-21 00:00:00,2022-05-12 00:00:00,N0.5184959791880795
479,report479,2021-07-10 00:00:00,2022-12-17 00:00:00,N0.9768540060686367
480,report480,2021-11-07 00:00:00,2022-11-07 00:00:00,N0.6116292986706443
481,report481,2021-07-03 00:00:00,2022-04-17 00:00:00,N0.5183436712190209
482,report482,2021-05-16 00:00:00,2022-07-26 00:00:00,N0.41811738400345977
483,report483,2021-02-09 00:00:00,2022-09-24 00:00:00,N0.5240821287788878
484,report484,2021-03-25 00:00:00,2022-07-10 00:00:00,N0.21158089634346022
485,report485,2021-01-15 00:00:00,2022-02-08 00:00:00,N0.49382392371635264
486,report486,2021-07-18 00:00:00,2022-02-13 00:00:00,N0.29660078140080903
487,report487,2021-12-19 00:00:00,2022-05-18 00:00:00,N0.3719450608801542
488,report488,2021-05-30 00:00:00,2022-10-11 00:00:00,N0.7182274380246628
489,report489,2021-07-15 00:00:00,2022-12-03 00:00:00,N0.08496029125348725
490,report490,2021-07-26 00:00:00,2022-02-18 00:00:00,N0.6711940719127365
491,report491,2021-11-22 00:00:00,2022-06-07 00:00:00,N0.12132034816106063
492,report492,2021-04-12 00:00:00,2022-04-05 00:00:00,N0.7020229839939045
493,report493,2021-11-22 00:00:00,2022-05-20 00:00:00,N0.6250415314937615
494,report494,2021-09-20 00:00:00,2022-02-25 00:00:00,N0.6058791928595032
495,report495,2021-04-19 00:00:00,2022-10-28 00:00:00,N0.31345236932822607
496,report496,2021-05-25 00:00:00,2022-07-03 00:00:00,N0.9051311109328639
497,report497,2021-11-08 00:00:00,2022-09-21 00:00:00,N0.2879358699335751
498,report498,2021-03-18 00:00:00,2022-02-06 00:00:00,N0.21808061765963616
499,report499,2021-10-04 00:00:00,2022-12-29 00:00:00,N0.16388532846679105
500,report500,2021-06-01 00:00:00,2022-03-30 00:00:00,N0.6611276872010415
501,report501,2021-10-08 00:00:00,2022-07-30 00:00:00,N0.8007301518664255
502,report502,2021-09-05 00:00:00,2022-05-26 00:00:00,N0.5935430215431781
503,report503,2021-05-05 00:00:00,2022-11-21 00:00:00,N0.6781438634285739
504,report504,2021-04-09 00:00:00,2022-06-23 00:00:00,N0.6161738266480566
505,report505,2021-09-01 00:00:00,2022-12-16 00:00:00,N0.03684606110249067
506,report506,2021-07-02 00:00:00,2022-03-20 00:00:00,N0.8492306701639356
507,report507,2021-08-13 00:00:00,2022-03-22 00:00:00,N0.4022690948046076
508,report508,2021-07-08 00:00:00,2022-12-24 00:00:00,N0.706176957701345
509,report509,2021-04-28 00:00:00,2022-07-19 00:00:00,N0.16862936097839076
510,report510,2021-10-07 00:00:00,2022-10-11 00:00:00,N0.5011082572503309
511,report511,2021-08-18 00:00:00,2022-05-27 00:00:00,N0.4018920827364185
512,report512,2021-05-11 00:00:00,2022-02-15 00:00:00,N0.17754688016096953
513,report513,2021-11-22 00:00:00,2022-01-30 00:00:00,N0.6904814703020955
514,report514,2021-07-13 00:00:00,2022-07-18 00:00:00,N0.8133991491029171
515,report515,2021-06-30 00:00:00,2022-12-28 00:00:00,N0.9832539691028818
516,report516,2021-07-26 00:00:00,2022-11-08 00:00:00,N0.20958164027406145
517,report517,2021-01-21 00:00:00,2022-05-11 00:00:00,N0.36382649678833756
518,report518,2021-08-01 00:00:00,2022-12-08 00:00:00,N0.05471077142560321
519,report519,2021-09-01 00:00:00,2022-07-13 00:00:00,N0.887125719593253
520,report520,2021-07-14 00:00:00,2022-04-20 00:00:00,N0.3903188711526947
521,report521,2021-11-17 00:00:00,2022-10-17 00:00:00,N0.20230950400716163
522,report522,2021-12-24 00:00:00,2022-08-13 00:00:00,N0.5608033146037283
523,report523,2021-06-01 00:00:00,2022-01-30 00:00:00,N0.698378121582446
524,report524,2021-02-23 00:00:00,2022-08-12 00:00:00,N0.6140717517169436
525,report525,2021-03-14 00:00:00,2022-02-03 00:00:00,N0.703816571783042
526,report526,2021-12-04 00:00:00,2022-06-16 00:00:00,N0.3697597519537298
527,report527,2021-10-16 00:00:00,2022-07-10 00:00:00,N0.6208271835204592
528,report528,2021-09-07 00:00:00,2022-09-27 00:00:00,N0.04869207195865466
529,report529,2021-09-18 00:00:00,2022-11-02 00:00:00,N0.9266034789964334
530,report530,2021-01-08 00:00:00,2022-10-20 00:00:00,N0.9046164114811838
531,report531,2021-12-31 00:00:00,2022-12-20 00:00:00,N0.7894201987683843
532,report532,2021-03-10 00:00:00,2022-01-24 00:00:00,N0.6340563148337488
533,report533,2021-02-18 00:00:00,2022-03-28 00:00:00,N0.004332384694184954
534,report534,2021-07-13 00:00:00,2022-09-18 00:00:00,N0.019663749843454537
535,report535,2021-01-24 00:00:00,2022-09-03 00:00:00,N0.9381094829951561
536,report536,2021-02-10 00:00:00,2022-08-06 00:00:00,N0.11363743667439263
537,report537,2021-04-10 00:00:00,2022-02-16 00:00:00,N0.6257969605745453
538,report538,2021-08-06 00:00:00,2022-12-21 00:00:00,N0.3939909564154169
539,report539,2021-01-24 00:00:00,2022-12-27 00:00:00,N0.8163463914874257
540,report540,2021-11-10 00:00:00,2022-12-23 00:00:00,N0.7034883513307746
541,report541,2021-12-23 00:00:00,2022-04-04 00:00:00,N0.025163103122598285
542,report542,2021-01-19 00:00:00,2022-08-18 00:00:00,N0.9557643795422129
543,report543,2021-05-11 00:00:00,2022-10-07 00:00:00,N0.9313761213052822
544,report544,2021-10-15 00:00:00,2022-05-12 00:00:00,N0.2337183219631015
545,report545,2021-03-17 00:00:00,2022-01-15 00:00:00,N0.67400347724562
546,report546,2021-03-26 00:00:00,2022-12-11 00:00:00,N0.9604574865616049
547,report547,2021-07-28 00:00:00,2022-12-13 00:00:00,N0.8102282662686437
548,report548,2021-01-01 00:00:00,2022-06-29 00:00:00,N0.8580674513838469
549,report549,2021-06-25 00:00:00,2022-11-03 00:00:00,N0.580104735958217
550,report550,2021-02-14 00:00:00,2022-01-24 00:00:00,N0.1884823570760269
551,report551,2021-04-07 00:00:00,2022-03-03 00:00:00,N0.48960153252943517
552,report552,2021-08-16 00:00:00,2022-10-28 00:00:00,N0.2214710931846876
553,report553,2021-03-28 00:00:00,2022-07-26 00:00:00,N0.07414881323239098
554,report554,2021-08-30 00:00:00,2022-07-16 00:00:00,N0.6981140851725676
555,report555,2021-05-11 00:00:00,2022-02-07 00:00:00,N0.07977272209501252
556,report556,2021-09-14 00:00:00,2022-04-10 00:00:00,N0.5100793159686078
557,report557,2021-04-12 00:00:00,2022-10-15 00:00:00,N0.584833450937477
558,report558,2021-06-07 00:00:00,2022-06-18 00:00:00,N0.593679116938939
559,report559,2021-02-12 00:00:00,2022-11-02 00:00:00,N0.5911668598851962
560,report560,2021-06-28 00:00:00,2022-01-11 00:00:00,N0.5256198092431008
561,report561,2021-04-13 00:00:00,2022-12-24 00:00:00,N0.5471561506557865
562,report562,2021-06-12 00:00:00,2022-05-31 00:00:00,N0.7239501269859381
563,report563,2021-12-22 00:00:00,2022-06-03 00:00:00,N0.18656754335171533
564,report564,2021-01-28 00:00:00,2022-05-12 00:00:00,N0.7621073560380921
565,report565,2021-05-22 00:00:00,2022-11-20 00:00:00,N0.9361138057623646
566,report566,2021-01-27 00:00:00,2022-10-24 00:00:00,N0.9234558433103851
567,report567,2021-12-18 00:00:00,2022-09-01 00:00:00,N0.6180209519340648
568,report568,2021-10-02 00:00:00,2022-10-21 00:00:00,N0.5171996803596173
569,report569,2021-09-16 00:00:00,2022-04-17 00:00:00,N0.12362773617542722
570,report570,2021-11-05 00:00:00,2022-05-24 00:00:00,N0.8973393998885163
571,report571,2021-11-08 00:00:00,2022-07-02 00:00:00,N0.9776735691621281
572,report572,2021-08-19 00:00:00,2022-11-22 00:00:00,N0.6814217831141274
573,report573,2021-11-20 00:00:00,2022-09-01 00:00:00,N0.2775755444033825
574,report574,2021-06-15 00:00:00,2022-12-15 00:00:00,N0.10908163203272248
575,report575,2021-11-09 00:00:00,2022-05-13 00:00:00,N0.20745481282930778
576,report576,2021-02-09 00:00:00,2022-12-23 00:00:00,N0.7102320967931274
577,report577,2021-03-03 00:00:00,2022-07-27 00:00:00,N0.8935203925014625
578,report578,2021-10-20 00:00:00,2022-11-09 00:00:00,N0.9059181312468652
579,report579,2021-01-27 00:00:00,2022-05-27 00:00:00,N0.6734978426560865
580,report580,2021-01-12 00:00:00,2022-09-24 00:00:00,N0.7209789938897806
581,report581,2021-10-01 00:00:00,2022-01-03 00:00:00,N0.4928631373082375
582,report582,2021-10-11 00:00:00,2022-08-07 00:00:00,N0.9156019493238203
583,report583,2021-06-15 00:00:00,2022-04-16 00:00:00,N0.8644016234133132
584,report584,2021-06-07 00:00:00,2022-12-05 00:00:00,N0.08712451998238546
585,report585,2021-01-08 00:00:00,2022-10-17 00:00:00,N0.8963247272309292
586,report586,2021-06-22 00:00:00,2022-04-12 00:00:00,N0.7274155945785222
587,report587,2021-08-18 00:00:00,2022-12-27 00:00:00,N0.2165423617068759
588,report588,2021-10-28 00:00:00,2022-01-15 00:00:00,N0.9110166456565486
589,report589,2021-01-06 00:00:00,2022-05-14 00:00:00,N0.030262120584125585
590,report590,2021-11-15 00:00:00,2022-02-01 00:00:00,N0.7995506026955701
591,report591,2021-10-02 00:00:00,2022-03-17 00:00:00,N0.3019154681825822
592,report592,2021-01-09 00:00:00,2022-05-04 00:00:00,N0.633840531486999
593,report593,2021-04-25 00:00:00,2022-02-04 00:00:00,N0.7973480590848209
594,report594,2021-09-04 00:00:00,2022-09-11 00:00:00,N0.42577198556390783
595,report595,2021-04-22 00:00:00,2022-12-26 00:00:00,N0.470189822802458
596,report596,2021-08-19 00:00:00,2022-12-09 00:00:00,N0.07910677303510283
597,report597,2021-07-18 00:00:00,2022-03-01 00:00:00,N0.367408755772923
598,report598,2021-01-28 00:00:00,2022-01-17 00:00:00,N0.34940895295852326
599,report599,2021-09-16 00:00:00,2022-07-26 00:00:00,N0.9745312228830405
600,report600,2021-07-03 00:00:00,2022-02-13 00:00:00,N0.6913257891396399
601,report601,2021-01-15 00:00:00,2022-06-05 00:00:00,N0.7371620461209026
